Pavonia palmeirensis
Pavonia repens
Pavonia spinistipula
Pavonia zehntneri
Pseudabutilon pintoi
Pseudobombax calcicola
Pseudobombax parvifolium
Rayleya bahiensis
Sida coradinii
Sida macaibae
Sida macropetala
Sida nordestinensis
Sida vallsii
Goeppertia gardneri
Maranta lorifolia
Holoregmia viscida
Cambessedesia gracilis
Cambessedesia harleyi
Cambessedesia purpurata
Cambessedesia rupestris
Cambessedesia tenuis
Cambessedesia wurdackii
Marcetia alba
Marcetia auricularia
Marcetia bahiana
Marcetia candolleana
Marcetia cardosoana
Marcetia eimeariana
Marcetia formosa
Marcetia grandiflora
Marcetia harleyi
Marcetia lanuginosa
Marcetia luetzelburgii
Marcetia lychnophoroides
Marcetia macrophylla
Marcetia mucugensis
Marcetia nervulosa
Marcetia nummularia
Marcetia oxycoccoides
Marcetia paganuccii
Marcetia santosiae
Marcetia sincorensis
Marcetia unguiculata
Marcetia velutina
Marcetia viscida
Microlicia amblysepala
Microlicia angelana
Microlicia ascendens
Microlicia aurea
Microlicia baccharoides
Microlicia bahiensis
Microlicia barbata
Microlicia baumgratziana
Microlicia bicolor
Microlicia blanchetiana
Microlicia caatingae
Microlicia catolensis
Microlicia chamissois
Microlicia chrysantha
Microlicia comparilis
Microlicia contasensis
Microlicia curticalycina
Microlicia daneui
Microlicia debilis
Microlicia delicata
Microlicia flavovirens
Microlicia ganevii
Microlicia harleyi
Microlicia hatschbachii
Microlicia isostemon
Microlicia leucopetala
Microlicia longisepala
Microlicia luetzelburgii
Microlicia macropetala
Microlicia minima
Microlicia minima var. aristifera
Microlicia morii
Microlicia morrensis
Microlicia neglecta
Microlicia noblickii
Microlicia nodotricha
Microlicia parvula
Microlicia pataroi
Microlicia petasensis
Microlicia piatensis
Microlicia plumosa
Microlicia prostrata
Microlicia rotundifolia
Microlicia serpyllifolia
Microlicia sincorensis
Microlicia subalata
Microlicia subsetosa
Microlicia sulfurea
Microlicia taxifolia
Microlicia tetramera
Microlicia torrendii
Microlicia urceolata
Pleroma noblickii
Pterolepis cearensis
Pterolepis parnassiifolia
Pterolepis piatensis
Pterolepis xaxa
Rupestrea carvalhoana
Rupestrea johnwurdackiana
Tibouchina caatingae
Microtea bahiensis
Dorstenia caatingae
Algrizea macrochlamys
Campomanesia eugenioides
Campomanesia eugenioides var. desertorum
Eugenia azuruensis
Eugenia blanchetiana
Eugenia caatingicola
Eugenia coccinea
Eugenia duarteana
Eugenia funchiana
Eugenia laxa
Eugenia magnisepala
Eugenia nordestina
Eugenia pohliana
Eugenia zigzag
Myrcia ascendens
Myrcia mucugensis
Myrcia piauhiensis
Psidium brevipedunculatum
Psidium rhombeum
Psidium schenckianum
Bougainvillea fasciculata
Bougainvillea fasciculata var. spinosa
Guapira darwinii
Nymphaea lasiophylla
Nymphaea vanildae
Luxemburgia diciliata
Ouratea gracilis
Sauvagesia insolita
Sauvagesia paganuccii
Adamantinia miltonioides
Cattleya pfisteri
Cattleya sincorana
Encyclia jenischiana
Epidendrum flammeum
Gomesa caatingana
Gomesa praetexta
Gomesa sincorana
Laelia vandenbergiana
Prescottia leptostachya
Prescottia mucugensis
Prosthechea carrii
Zygostates aderaldoana
Ternstroemia bahiensis
Meineckia neogranatensis
Meineckia neogranatensis subsp. gardneri
Phyllanthus blanchetianus
Phyllanthus gongyloides
Phyllanthus octomerus
Piranhea securinega
Piper rufipilum
Anamaria heterophylla
Angelonia biflora
Bacopa cochlearia
Bacopa depressa
Dizygostemon floribundus
Lapaea harleyi
Lapaea rubriflora
Philcoxia bahiensis
Philcoxia tuberosa
Stemodia perfoliata
Andropogon ingratus
Andropogon ingratus var. hirsutus
Gouinia cearensis
Ichnanthus zehntneri
Luziola caespitosa
Neesiochloa barbata
Ocellochloa soderstromii
Otachyrium aquaticum
Paspalum madorense
Paspalum pisinnum
Renvoizea acicularifolia
Renvoizea durifolia
Renvoizea lagostachya
Renvoizea vaginiviscosa
Rupichloa decidua
Mourera schwackeana
Asemeia ignatii
Asemeia pseudohebeclada
Caamembeca autranii
Monnina insignis
Senega jardimii
Senega trifurcata
Senega tuberculata
Hydrothrix gardneri
Portulaca werdermannii
Euplassa bahiensis
Roupala thomesiana
Alvimiantha tricamerata
Colubrina cordifolia
Riccia bahiensis
Riccia subdepilata
Alseis sertaneja
Borreria apodiensis
Borreria bahiana
Borreria catolensis
Borreria diamantinae
Denscantia calcicola
Guettarda angelica
Guettarda paludosa
Guettarda rhabdocalyx
Guettarda sericea
Hexasepalum gardneri
Hexasepalum zappiae
Ixora truncata
Januaria lombradii
Mitracarpus albomarginatus
Mitracarpus buiquensis
